AnimalID;Name;Day;Month;Year;Hour;Minute;Second;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color;Color2;
A686675;Brisket;14;11;2014;16;24;0;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull Mix;Tan;White;
A701707;;3;5;2015;17;24;0;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Orange Tabby;;
A713263;Houston;16;10;2015;17;24;0;Return_to_owner;;Dog;Intact Male;3 years;English Bulldog;Brown Brindle;;
A716340;Tibbers;1;12;2015;17;24;0;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby;;
A705885;Meowser;27;6;2015;18;24;0;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black;;
A716089;;8;12;2015;19;24;0;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Medium Hair Mix;Blue Tabby;;
A685180;Neville;27;9;2014;12;25;0;Transfer;Partner;Dog;Neutered Male;2 years;Pit Bull Mix;Red;;
A705598;;23;6;2015;13;25;0;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Orange Tabby;;
A707341;Murphy;15;7;2015;15;25;0;Transfer;Partner;Dog;Intact Male;4 months;Labrador Retriever Mix;Black;White;
A705111;Kiki;24;6;2015;15;25;0;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Brown;Black;
A703383;Dharma;28;5;2015;15;25;0;Transfer;Partner;Dog;Spayed Female;10 years;Cocker Spaniel;Buff;;
A681462;Samson;10;8;2014;16;25;0;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever/Rottweiler;Black;Brown;
A702356;;24;5;2015;17;25;0;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;White;Blue Tabby;
A684664;Leo;10;8;2014;17;25;0;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Brown;White;
A685460;Jerrid;19;8;2014;18;25;0;Adoption;;Cat;Neutered Male;7 years;Siamese Mix;Flame Point;;
A690020;Jax;15;10;2014;18;25;0;Return_to_owner;;Dog;Intact Female;4 months;Boxer Mix;Brown Brindle;White;
A663346;July;10;11;2013;18;25;0;Euthanasia;Aggressive;Dog;Spayed Female;1 year;Pit Bull Mix;Black;White;
A599155;Machete;28;3;2015;19;25;0;Euthanasia;Suffering;Dog;Neutered Male;4 years;Chihuahua Shorthair Mix;White;Brown;
A674802;Franklin;29;3;2014;11;26;0;Return_to_owner;;Dog;Neutered Male;9 years;Dachshund Mix;Black;Brown;
A702563;Klo Dog;25;5;2015;11;26;0;Return_to_owner;;Dog;Spayed Female;7 years;Chihuahua Shorthair/Rat Terrier;White;Tan;
A714462;Pebbles;14;11;2015;13;26;0;Return_to_owner;;Dog;Spayed Female;1 year;Pointer Mix;White;Black;
A713063;;8;10;2015;16;26;0;Transfer;Partner;Dog;Spayed Female;1 year;Labrador Retriever Mix;Tan;White;
A704459;Maui;6;6;2015;16;26;0;Return_to_owner;;Dog;Spayed Female;11 years;Norfolk Terrier/Border Terrier;Cream;;
A697199;Pilar;4;4;2015;17;26;0;Adoption;;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Blue Tabby;;
A707437;;19;7;2015;17;26;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;;
A683507;;15;7;2014;17;26;0;Adoption;;Dog;Spayed Female;3 years;Cairn Terrier Mix;Buff;;
A684601;Rocket;3;2;2016;11;27;0;Adoption;Foster;Dog;Neutered Male;4 years;Pit Bull Mix;Brown;;
A664304;;3;10;2013;12;27;0;Transfer;SCRP;Cat;Intact Male;10 months;Domestic Shorthair Mix;Orange Tabby;;
A705338;;17;6;2015;12;27;0;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Tortie;;
A681003;;17;6;2014;13;27;0;Transfer;Partner;Dog;Neutered Male;2 years;Pointer/Labrador Retriever;Black;White;
A707767;Lilly;19;7;2015;18;27;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby;;
A691614;Challino;12;11;2014;18;27;0;Adoption;;Dog;Neutered Male;4 months;German Shepherd/Siberian Husky;Red;White;
A714069;Jupiter;16;12;2015;11;28;0;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black Tabby;White;
A665221;;29;10;2013;11;28;0;Transfer;Partner;Dog;Intact Male;1 month;Australian Cattle Dog Mix;Brown;Black;
A686464;Pearce;31;1;2015;12;28;0;Adoption;Foster;Dog;Neutered Male;2 years;Pit Bull Mix;Blue;White;
A709371;Abby;19;8;2015;14;28;0;Transfer;Partner;Dog;Spayed Female;2 years;Cardigan Welsh Corgi/Chihuahua Shorthair;Tan;;
A696059;Chewy;5;2;2015;14;28;0;Adoption;;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;Tan;White;
A694699;Pebbles;9;1;2015;15;28;0;Transfer;Partner;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Black;Tan;
A689138;;29;9;2014;18;28;0;Euthanasia;Suffering;Cat;Intact Female;4 weeks;Siamese Mix;Blue Point;;
A667366;;17;11;2013;18;28;0;Return_to_owner;;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;Black;Tan;
A683416;;14;7;2014;19;28;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;White;
A653055;Leia;1;2;2015;12;29;0;Return_to_owner;;Dog;Spayed Female;2 years;Black/Tan Hound Mix;Black;Tan;
A688552;Tucker;18;12;2014;14;29;0;Adoption;Foster;Cat;Intact Male;3 months;Domestic Longhair Mix;Brown Tabby;;
A675549;Marco;8;4;2014;15;29;0;Transfer;Partner;Dog;Neutered Male;4 years;Chihuahua Shorthair Mix;White;Brown;
A713968;Katydid;24;10;2015;18;29;0;Transfer;Partner;Cat;Intact Female;1 month;Domestic Longhair Mix;Calico;;
A718566;Eleonora;12;1;2016;9;30;0;Euthanasia;Suffering;Cat;Intact Female;10 years;Domestic Shorthair Mix;Brown Tabby;White;
A702014;Diamond;14;11;2015;13;30;0;Adoption;;Dog;Spayed Female;11 months;Blue Lacy Mix;Blue;White;
A708666;Jax;30;7;2015;14;30;0;Return_to_owner;;Cat;Neutered Male;7 years;Russian Blue Mix;Blue;;
A710655;Cloud;10;10;2015;14;30;0;Adoption;;Cat;Intact Male;2 months;Siamese Mix;Lilac Point;;
A703781;Romeo;30;5;2015;15;30;0;Transfer;Partner;Dog;Intact Male;6 years;Dachshund;Blue Merle;White;
A675622;;4;4;2014;15;30;0;Adoption;;Dog;Neutered Male;4 months;Collie Smooth/Labrador Retriever;Tricolor;;
A704702;Scooter;8;6;2015;16;30;0;Return_to_owner;;Dog;Neutered Male;2 years;Yorkshire Terrier Mix;Black;Red;
A696350;Minnie;15;12;2015;17;30;0;Return_to_owner;;Dog;Spayed Female;1 year;Pit Bull;Brown Brindle;;
A696819;Captain;21;2;2015;17;30;0;Adoption;;Dog;Neutered Male;6 months;Cocker Spaniel Mix;Sable;;
A720668;;15;2;2016;18;30;0;Return_to_owner;;Dog;Spayed Female;5 months;Labrador Retriever Mix;White;;
A667508;Brownie;19;11;2013;18;30;0;Return_to_owner;;Dog;Intact Male;6 years;Chihuahua Shorthair Mix;Chocolate;Tan;
A678185;;9;5;2014;19;30;0;Transfer;Partner;Dog;Spayed Female;2 years;Miniature Poodle Mix;Black;Gray;
A701153;;25;6;2015;9;31;0;Adoption;Foster;Dog;Neutered Male;2 months;Dachshund/Manchester Terrier;Tricolor;;
A660910;Kief;24;10;2013;12;31;0;Return_to_owner;;Dog;Neutered Male;2 years;Dachshund/Catahoula;Brown Brindle;White;
A704032;Madison;5;6;2015;14;31;0;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby;;
A711392;Molly;8;9;2015;15;31;0;Transfer;Partner;Dog;Intact Female;2 months;English Foxhound;Buff;;
A719480;Ricky;9;2;2016;16;31;0;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Brown Tabby;White;
A718832;Nia;15;1;2016;17;31;0;Adoption;;Dog;Spayed Female;6 months;American Staffordshire Terrier Mix;Chocolate;White;
A683961;;17;7;2014;17;31;0;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Black;;
A679010;Chrissy;17;5;2014;11;32;0;Transfer;Partner;Cat;Intact Female;2 years;Angora Mix;White;;
A706446;Tootsie;18;8;2015;11;32;0;Return_to_owner;;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black;;
A707442;Conrad;15;8;2015;11;32;0;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;Brown;White;
A689449;Bizzy;18;11;2014;11;32;0;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black;;
A709863;Orangejello;19;8;2015;13;32;0;Transfer;Partner;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby;White;
A665781;Quattro;28;10;2013;16;32;0;Adoption;;Dog;Neutered Male;10 months;German Shepherd Mix;Brown;White;
A678627;Qwayzar;25;5;2014;17;32;0;Adoption;;Cat;Spayed Female;1 month;Domestic Shorthair Mix;Calico;;
A714740;Chiquita;27;10;2015;18;32;0;Return_to_owner;;Dog;Spayed Female;6 years;Maltese Mix;White;;
A693272;Kodiak;31;1;2015;13;33;0;Adoption;;Dog;Neutered Male;1 month;Beagle/German Shepherd;Black;Brown;
A711918;Jaqueline;19;9;2015;14;33;0;Adoption;;Dog;Spayed Female;3 years;Jack Russell Terrier/Pit Bull;Red;;
A665741;Leia;20;1;2014;14;33;0;Return_to_owner;;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Brown Tabby;;
A697537;Annie;5;11;2015;14;33;0;Adoption;;Dog;Spayed Female;3 years;Pit Bull Mix;Black;White;
A702880;Tom;28;6;2015;15;33;0;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Calico;;
A664380;;3;10;2013;15;33;0;Transfer;SCRP;Cat;Intact Female;6 months;Domestic Medium Hair Mix;Calico;;
A717989;Leroy;28;12;2015;17;33;0;Return_to_owner;;Dog;Neutered Male;7 years;American Bulldog Mix;White;;
A683070;;6;7;2014;18;33;0;Transfer;Partner;Cat;Intact Male;3 days;Domestic Shorthair Mix;White;;
A652097;Minnie;10;2;2014;12;34;0;Return_to_owner;;Dog;Spayed Female;2 years;Dachshund Longhair;Brown;;
A684787;Kuma;30;7;2014;17;34;0;Return_to_owner;;Dog;Neutered Male;1 year;Flat Coat Retriever Mix;Black;;
A624771;Cujo;26;1;2016;17;34;0;Return_to_owner;;Dog;Neutered Male;5 years;American Bulldog Mix;Tan;;
A671201;Pablito;25;1;2014;18;34;0;Return_to_owner;;Dog;Neutered Male;8 years;Chihuahua Shorthair Mix;Tricolor;;
A711639;;10;9;2015;11;35;0;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Tortie;Calico;
A688501;Watson;18;12;2014;13;35;0;Transfer;Partner;Cat;Neutered Male;4 months;Domestic Medium Hair Mix;Black;;
A676334;;22;4;2014;15;35;0;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Black;;
A682833;Nala;13;9;2014;18;35;0;Adoption;Foster;Cat;Spayed Female;3 months;Siamese Mix;Lilac Point;;
A718743;Newton;10;1;2016;11;36;0;Adoption;;Dog;Neutered Male;2 years;Shih Tzu;Gray;White;
A715573;;12;11;2015;12;36;0;Adoption;;Dog;Neutered Male;6 months;Labrador Retriever Mix;Buff;;
A690806;Hailey;7;11;2014;13;36;0;Transfer;Partner;Cat;Intact Female;2 months;Domestic Longhair Mix;Black;White;
A665587;Cheddar;27;11;2013;14;36;0;Adoption;;Cat;Neutered Male;8 years;Domestic Medium Hair Mix;Orange Tabby;;
A700025;Molly;9;4;2015;15;36;0;Return_to_owner;;Dog;Intact Female;10 years;Yorkshire Terrier Mix;Black;Tricolor;
A672067;Jesse;13;2;2014;17;36;0;Return_to_owner;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Brown Tabby;;
A682413;;2;7;2014;13;37;0;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Blue;White;
A689690;Winnie;22;10;2014;14;37;0;Transfer;Partner;Dog;Intact Female;6 months;Dachshund Mix;Brown;White;
A701791;Arwen;19;7;2015;14;37;0;Adoption;Foster;Cat;Spayed Female;2 years;Domestic Longhair Mix;Brown Tabby;White;
A666092;;30;10;2013;15;37;0;Euthanasia;Aggressive;Dog;Intact Male;6 years;Pit Bull/Labrador Retriever;Chocolate;White;
A704754;Arthur;18;7;2015;15;37;0;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;;
A699819;Coco;6;4;2015;15;37;0;Return_to_owner;;Dog;Intact Male;14 years;Chihuahua Shorthair Mix;Chocolate;White;
A685945;Cody;20;9;2014;15;37;0;Adoption;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Tan;White;
A663339;Abby;20;10;2013;16;37;0;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Fawn;White;
A694601;Barnaby;6;1;2015;18;37;0;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Black;;
A679113;;16;5;2014;18;37;0;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Blue Tabby;;
A707887;Firefly;22;7;2015;18;37;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby;;
A682724;Morris;13;7;2014;19;37;0;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;;
A687785;Bella;30;12;2014;9;38;0;Adoption;Foster;Dog;Spayed Female;2 years;Whippet Mix;Brown Brindle;White;
A682784;Sugar;7;7;2014;12;38;0;Adoption;;Dog;Neutered Male;2 years;Dachshund/Beagle;Brown;White;
A667031;Nala;20;12;2013;12;38;0;Transfer;Partner;Cat;Spayed Female;2 years;Exotic Shorthair Mix;White;Orange Tabby;
A674233;Missy;22;3;2014;15;38;0;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Tan;;
A638060;Noah;16;8;2015;17;38;0;Adoption;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Black;White;
A697892;Bella;16;3;2015;17;38;0;Adoption;Foster;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Brown;Black;
A687991;;12;9;2014;18;38;0;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Calico;;
A687989;;12;9;2014;18;38;0;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico;;
A701898;Anita;10;5;2015;18;38;0;Return_to_owner;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Tan;Black;
A543073;Tiny Tinker;11;5;2015;18;38;0;Return_to_owner;;Dog;Spayed Female;9 years;Chihuahua Shorthair;Brown;;
A717839;;20;12;2015;19;38;0;Transfer;SCRP;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Black;White;
A672453;;16;2;2014;19;38;0;Adoption;Offsite;Cat;Neutered Male;10 months;Domestic Medium Hair Mix;Cream Tabby;;
A687055;Lizzie;1;9;2014;10;39;0;Return_to_owner;;Dog;Spayed Female;10 years;Collie Smooth/Chow Chow;Sable;;
A698495;Nugget;27;3;2015;14;39;0;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Tan;;
A680351;Oliver;7;7;2014;15;39;0;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby;;
A701999;Luna;12;5;2015;17;39;0;Adoption;;Dog;Spayed Female;2 years;Yorkshire Terrier/Miniature Poodle;Tan;Silver;
A713977;Jumbly;26;10;2015;18;39;0;Return_to_owner;;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Calico;;
A708351;;26;7;2015;14;40;0;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Black;;
A660275;Lucy;4;11;2013;15;40;0;Return_to_owner;;Dog;Spayed Female;2 years;Scottish Terrier/Cairn Terrier;Black;;
A672515;;12;2;2014;15;40;0;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Cream Tabby;;
A668506;Jake;3;11;2015;16;40;0;Return_to_owner;;Dog;Neutered Male;7 years;German Shepherd;Brown;Black;
A699094;Levon;22;3;2015;18;40;0;Return_to_owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Brown;White;
A487470;Midnight;20;1;2014;18;40;0;Euthanasia;Aggressive;Dog;Neutered Male;9 years;Labrador Retriever/Pit Bull;Black;;
A668595;;13;12;2013;11;41;0;Return_to_owner;;Dog;Intact Male;4 weeks;Chihuahua Shorthair Mix;Tricolor;;
A716890;Vidalia;6;12;2015;12;41;0;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby;White;
A670681;Matty;30;1;2014;14;41;0;Transfer;Partner;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Torbie;;
A700707;Sallie;20;4;2015;14;41;0;Adoption;;Dog;Spayed Female;1 month;Plott Hound/Labrador Retriever;Black;Brown Brindle;
A691605;Daisy;8;11;2014;14;41;0;Return_to_owner;;Dog;Spayed Female;6 years;Plott Hound Mix;Brown Brindle;;
A705924;Nero;29;7;2015;15;41;0;Transfer;Partner;Dog;Neutered Male;7 years;Chihuahua Shorthair Mix;Brown;White;
A700119;;8;4;2015;15;41;0;Transfer;Partner;Cat;Intact Female;4 days;Domestic Shorthair Mix;Torbie;;
A679102;Merlin;10;6;2014;16;41;0;Transfer;Partner;Cat;Neutered Male;2 years;Siamese Mix;Flame Point;;
A687643;;8;9;2014;16;41;0;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Blue Tabby;White;
A684362;Bella;11;11;2014;17;41;0;Adoption;;Cat;Spayed Female;5 months;Siamese Mix;Tortie Point;;
A713084;Haelo;5;10;2015;17;41;0;Adoption;;Dog;Neutered Male;6 years;Miniature Poodle Mix;Buff;;
A705656;Rasberry;26;6;2015;9;42;0;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Tortie;;
A668803;Dumpling;11;1;2014;17;42;0;Adoption;Foster;Dog;Spayed Female;2 months;Border Collie/Labrador Retriever;Black;White;
A682535;;4;7;2014;18;42;0;Transfer;Partner;Dog;Neutered Male;4 months;Plott Hound Mix;Brown Brindle;Red Tick;
A719048;Gracie;13;1;2016;11;43;0;Return_to_owner;;Dog;Spayed Female;8 years;Maltese;White;;
A676430;Tabitha;23;11;2014;12;43;0;Adoption;;Cat;Spayed Female;8 months;Domestic Shorthair Mix;Torbie;;
A714546;Blaze;26;10;2015;12;43;0;Return_to_owner;;Dog;Intact Male;9 months;Pit Bull/Dogue De Bordeaux;Red;White;
A701337;;30;4;2015;14;43;0;Transfer;Partner;Dog;Intact Male;1 year;Cairn Terrier Mix;Cream;;
A707682;Sleepy;21;8;2015;15;43;0;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black;;
A679721;Poppy;29;5;2014;17;43;0;Adoption;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Tan;White;
A640316;Kato;2;10;2013;17;43;0;Adoption;;Dog;Neutered Male;1 year;Chihuahua Longhair Mix;Black;;
A674577;Santiago;23;3;2014;18;43;0;Adoption;;Dog;Neutered Male;2 years;Dogo Argentino Mix;White;;
A688871;Pandora;3;10;2014;18;43;0;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Black;;
A656520;Emily;13;10;2013;12;44;0;Euthanasia;Suffering;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Cream Tabby;;
A718585;;7;1;2016;12;44;0;Transfer;Partner;Dog;Neutered Male;2 months;Labrador Retriever Mix;Black;Tan;
A678536;Tulip;17;5;2014;13;44;0;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White;Brown;
A712750;Olive;3;10;2015;15;44;0;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Orange Tabby;;
A710380;;22;8;2015;15;44;0;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair Mix;Brown Tabby;;
A713754;Harper;27;10;2015;16;44;0;Adoption;;Dog;Neutered Male;1 year;Catahoula Mix;Blue Merle;;
A676333;Trigger;9;4;2014;17;44;0;Return_to_owner;;Dog;Neutered Male;2 months;German Shepherd Mix;Black;Brown;
A705109;;29;6;2015;17;44;0;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Longhair Mix;Blue;;
A714602;Stripey;29;10;2015;18;44;0;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby;;
A699499;;1;4;2015;18;44;0;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black;White;
A712236;Bella;23;9;2015;11;45;0;Adoption;;Dog;Spayed Female;2 years;Dachshund Mix;Tan;White;
A682599;Shiva;3;7;2014;18;45;0;Adoption;;Cat;Spayed Female;4 months;Domestic Longhair;Calico;;
A715741;Simba;19;11;2015;18;45;0;Adoption;;Dog;Neutered Male;3 years;Chow Chow Mix;Red;;
A669510;Kimchi;1;1;2014;18;45;0;Adoption;;Dog;Spayed Female;1 year;Rottweiler/Labrador Retriever;Black;Tan;
A701804;;5;5;2015;11;46;0;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Black;;
A676609;Buddy;6;7;2014;12;46;0;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever/Chow Chow;Brown;;
A707004;Ranger;5;9;2015;12;46;0;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;White;Orange Tabby;
A696584;Pequina;7;3;2015;15;46;0;Adoption;;Dog;Spayed Female;2 years;Dachshund Mix;Brown;;
A690480;;22;10;2014;17;46;0;Transfer;Partner;Dog;Intact Female;3 weeks;Pointer Mix;Chocolate;White;
A713418;;7;10;2015;8;47;0;Transfer;Partner;Dog;Intact Male;2 months;Australian Cattle Dog Mix;Buff;White;
A657652;Mason;3;6;2014;11;47;0;Adoption;;Dog;Neutered Male;3 years;Labrador Retriever/Chinese Sharpei;Black;;
A679441;;21;5;2014;13;47;0;Transfer;Partner;Cat;Intact Male;4 days;Domestic Shorthair Mix;Cream Tabby;White;
A696247;Jillian;22;11;2015;13;47;0;Adoption;;Dog;Spayed Female;2 years;Pointer Mix;Chocolate;White;
A691345;Jelly Bean;9;11;2014;14;47;0;Adoption;;Dog;Spayed Female;2 months;Australian Cattle Dog Mix;Brown;White;
A702246;;15;5;2015;17;47;0;Adoption;;Dog;Spayed Female;9 months;Miniature Poodle Mix;Black;White;
A701165;;24;4;2015;17;47;0;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Blue;;
A685178;;3;8;2014;17;47;0;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Blue Tabby;;
A677747;;3;5;2014;7;48;0;Adoption;Offsite;Dog;Spayed Female;1 year;Cairn Terrier;White;;
A674638;Sam;16;3;2014;10;48;0;Return_to_owner;;Dog;Neutered Male;7 years;Labrador Retriever Mix;Chocolate;;
A682760;Jasper;10;7;2014;12;48;0;Adoption;;Dog;Neutered Male;1 year;Jack Russell Terrier/Dachshund;White;Brown;
A672758;Daisy;16;7;2014;13;48;0;Transfer;Partner;Dog;Spayed Female;4 years;Chihuahua Shorthair/Rat Terrier;Tan;White;
A710318;Tank;17;9;2015;13;48;0;Transfer;Partner;Dog;Neutered Male;5 years;Pit Bull Mix;Brown Brindle;White;
A666320;;4;11;2013;14;48;0;Adoption;;Dog;Spayed Female;2 years;Miniature Schnauzer Mix;Silver;;
A682824;;8;7;2014;14;48;0;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black;White;
A698694;Boss;6;7;2015;15;48;0;Transfer;Partner;Dog;Intact Male;5 months;Pit Bull Mix;White;Brown;
A641103;Apollo;26;12;2015;15;48;0;Return_to_owner;;Dog;Intact Male;3 years;Siberian Husky;Black;White;
A683732;;25;7;2014;16;48;0;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Blue;;
A679915;Luna;1;6;2014;17;48;0;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black;White;
A680585;Olivia;16;7;2014;17;48;0;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Brown Tabby;White;
A695905;Mew;26;1;2015;17;48;0;Adoption;;Dog;Spayed Female;2 months;Border Collie Mix;Tricolor;;
A667963;;30;11;2013;18;48;0;Adoption;;Dog;Spayed Female;5 years;Dachshund Longhair Mix;Tan;White;
A688852;Buddy;18;10;2014;18;48;0;Adoption;;Dog;Neutered Male;6 years;Labrador Retriever Mix;Black;White;
A687906;Kerby;25;9;2014;18;48;0;Transfer;Partner;Cat;Intact Male;1 month;Domestic Medium Hair Mix;Brown Tabby;White;
A676200;Georgia;10;4;2014;11;49;0;Transfer;Partner;Dog;Spayed Female;7 years;Lhasa Apso;White;Black;
A666504;;11;12;2013;12;49;0;Transfer;Partner;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Orange Tabby;White;
A616576;Lucy;26;12;2015;12;49;0;Return_to_owner;;Dog;Spayed Female;7 years;Blue Lacy/Collie Smooth;Tricolor;;
A696609;Lizzy;11;7;2015;13;49;0;Transfer;Partner;Dog;Spayed Female;2 years;Labrador Retriever;Black;;
A695950;Laurel;13;2;2015;14;49;0;Adoption;Foster;Dog;Spayed Female;2 years;Pit Bull Mix;Brown;White;
A665666;Teddy;27;12;2013;15;49;0;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black;;
A679956;Simon;8;6;2014;16;49;0;Return_to_owner;;Dog;Neutered Male;1 year;Anatol Shepherd;Fawn;Black;
A708390;Stella;2;8;2015;18;49;0;Adoption;;Dog;Spayed Female;2 years;Flat Coat Retriever Mix;Black;White;
A702973;;19;5;2015;18;49;0;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair Mix;Black;White;
A686716;Chester;27;8;2014;7;50;0;Return_to_owner;;Dog;Neutered Male;12 years;Beagle;Tricolor;;
A665298;;16;10;2013;11;50;0;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Medium Hair Mix;Blue;;
A698066;Diva;7;3;2015;12;50;0;Transfer;Partner;Dog;Spayed Female;4 years;German Shepherd Mix;White;;
A672065;Dutchess;8;4;2014;12;50;0;Adoption;;Dog;Spayed Female;2 years;German Shepherd Mix;Sable;;
A711607;Bosco;20;9;2015;14;50;0;Adoption;;Cat;Neutered Male;2 months;Manx Mix;White;Black;
A668402;;5;12;2013;15;50;0;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Black;;
A666444;August;4;11;2013;15;50;0;Transfer;Partner;Cat;Spayed Female;11 years;Domestic Shorthair Mix;Tortie;;
A694278;Mya;2;1;2015;16;50;0;Transfer;Partner;Dog;Spayed Female;7 years;Great Dane;Black;White;
A698972;Kiki;23;3;2015;17;50;0;Return_to_owner;;Dog;Spayed Female;6 years;Chihuahua Shorthair Mix;Black;Gray;
A683609;Rascal;17;7;2014;17;50;0;Return_to_owner;;Dog;Neutered Male;6 years;Dachshund Mix;Brown;;
A698777;Chloe;25;3;2015;18;50;0;Adoption;;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;White;Tan;
A703631;Hanley;3;7;2015;18;50;0;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black;White;
A699715;Ashley;13;5;2015;11;51;0;Transfer;Partner;Dog;Spayed Female;6 years;Catahoula/Labrador Retriever;White;Tan;
A686918;Aimee;2;9;2014;14;51;0;Transfer;Partner;Dog;Intact Female;3 years;Australian Cattle Dog Mix;Tricolor;;
